name,id,minutes,ingredients,steps,category
alton brown s shrimp cocktail,476633,15,"['shrimp', 'kosher salt', 'sugar', 'water', 'ice', 'diced tomatoes', 'chili sauce', 'prepared horseradish', 'fresh black pepper', 'olive oil', 'old bay seasoning']","['place cleaned shrimp into a bowl with brine and refrigerate mixture for 20 to 25 minutes', 'while shrimp are brining , place tomatoes , chili sauce , horseradish , sugar , pepper , and salt in food processor and blend until smooth', 'refrigerate cocktail sauce until ready to serve', 'place a baking sheet or broiler pan under oven broiler and preheat for 5 minutes', 'rinse the shrimp under cold water and dry on paper towels', 'in a large bowl , toss shrimp with olive oil and sprinkle with old bay seasoning , if desired', 'place shrimp onto a sizzling sheet pan and return to broiler immediately', 'after 2 minutes , turn the shrimp with a pair of tongs', 'return the shrimp to broiler for 1 minute', 'transfer to a cold cookie sheet', 'refrigerate immediately']",vegetable
alton brown s spatchcocked game hen,340069,15,"['cornish hen', 'kosher salt', 'fresh ground black pepper', 'nonstick cooking spray']","['preheat a panini press on high', 'place the game hen breast side down on a cutting board', 'using scissors or poultry shears , remove the backbone by cutting down each side of it', 'flatten the bird you may cut small slits in the skin of the bird behind the legs and tuck the drumsticks into them in order to hold them in place', 'season on both sides with salt and pepper', 'spray both the top and bottom of the panini press with cooking spray and put the hen , skin side up onto the press', 'spray the skin side with cooking spray and close the lid , and squeeze hard', 'top the press with a brick or two or other heavy weights and cook for 8 to 10 minutes or until the skin is golden brown', 'allow to rest 3 minutes before serving']",vegetable
alton brown s stove top mac n cheese,522989,35,"['elbow macaroni', 'butter', 'eggs', 'evaporated milk', 'hot sauce', 'kosher salt', 'fresh black pepper', 'dry mustard', 'sharp cheddar cheese']","['in a large pot of boiling , salted water cook the pasta to al dente and drain', 'return to the pot and melt in the butter', 'toss to coat', 'whisk together the eggs , milk , hot sauce , salt , pepper , and mustard', 'stir into the pasta and add the cheese', 'over low heat continue to stir for 3 minutes or until creamy']",vegetable
alton brown s white trash,226723,30,"['cheerios toasted oat cereal', 'rice chex', 'corn chex', ""m&m's plain chocolate candy"", 'salted mixed nuts', 'small pretzels', 'white chocolate chips']","['dump the cereals , m&ms , nuts & pretzels in a large bowl', 'melt the white chocolate in the microwave or in a double boiler', 'melt very slowly , stirring occasionally , being careful not to burn the chocolate', 'dump melted chocolate over the rest of the ingredients and fold over and over until you have well-coated hunks and chunks', 'spread the whole mess out on parchment paper and set in a cool place until it sets up , then break it into pieces', 'store in zip-top bags or air-tight containers']",vegetable
alton brown s yeast doughnuts,141557,140,"['milk', 'vegetable shortening', 'instant yeast', 'warm water', 'eggs', 'sugar', 'salt', 'nutmeg', 'all-purpose flour', 'peanut oil']","['place the milk in a medium saucepan and heat over medium heat just until warm enough to melt the shortening', 'place the shortening in a bowl and pour warmed milk over', 'set aside', 'in a small bowl , sprinkle the yeast over the warm water and let dissolve for 5 minutes', 'after 5 minutes , pour the yeast mixture into the large bowl of a stand mixer and add the milk and shortening mixture , first making sure the milk and shortening mixture has cooled to lukewarm', 'add the eggs , sugar , salt , nutmeg , and half of the flour', 'using the paddle attachment , combine the ingredients on low speed until flour is incorporated and then turn the speed up to medium and beat until well combined', 'add the remaining flour , combining on low speed at first , and then increase the speed to medium and beat well', 'change to the dough hook attachment of the mixer and beat on medium speed until the dough pulls away from the bowl and becomes smooth , approximately 3 to 4 minutes', 'transfer to a well-oiled bowl , cover , and let rise for 1 hour or until doubled in size', 'on a well-floured surface , roll out dough to 3 / 8-inch thick', 'cut out dough using a 2 1 / 2-inch doughnut cutter or pastry ring and using a 7 / 8-inch ring for the center whole', 'set on floured baking sheet , cover lightly with a tea towel , and let rise for 30 minutes', 'preheat the oil in a deep fryer or dutch oven to 365 degrees f', 'gently place the doughnuts into the oil , 3 to 4 at a time', 'cook for 1 minute per side', 'transfer to a cooling rack placed in baking pan', 'allow to cool for 15 to 20 minutes prior to glazing , if desired']",vegetable
alton browns basic bread,245800,810,"['bread flour', 'fast rising yeast', 'honey', 'water', 'kosher salt', 'hot water', 'vegetable oil', 'cornmeal', 'cornstarch']","['combine 5 ounces of the flour , 1 / 4 teaspoon of the yeast , all of the honey , and all of the bottled water in a straight-sided container', 'cover loosely and refrigerate for 8 to 12 hours', 'place the remaining 11 ounces of flour , remaining yeast , and all the salt into the bowl of a stand mixer , and add the pre-ferment from the refrigerator', 'using the dough hook attachment , knead the mixture on low for 2 to 3 minutes just until it comes together', 'cover the dough in the bowl with a kitchen towel and allow to rest for 20 minutes', 'after 20 minutes , knead the dough on medium speed for 5 to 10 minutes or until you are able to gently pull the dough into a thin sheet that light will pass through', ""the dough will be sticky , but not so sticky that you can't handle it"", 'while the dough is kneading , pour half of the hot water into a shallow pan and place on the bottom rack of your oven', 'grease the inside of a large straight-sided container with the vegetable oil', 'place the dough ball into the container and set on the rack above the pan of water', 'allow to rise until doubled in size , approximately 1 to 2 hours', 'once the dough has doubled in size , turn it onto a counter top , lightly dust your hands with flour , and press the dough out with your knuckles', 'then fold 1 side in towards the middle of the mass and then the other , as if you were making a tri-fold wallet', 'repeat the folding a second time', 'cover the dough with a kitchen towel and allow to rest for another 10 minutes', 'flatten dough again with your knuckles and then fold the dough in onto itself , like you are shaping something that looks like a jellyfish', 'turn the dough over and squeeze the bottom together so that the top surface of the dough is smooth', 'place the dough back onto the counter and begin to roll gently between your hands', 'do not grab the dough but allow it to move gently back and forth between your hands , moving in a circular motion', 'move the dough ball to a pizza peel or the bottom of a sheet pan that has been sprinkled with the cornmeal', 'cover with the kitchen towel and allow to bench proof for 1 hour , or until you poke the dough and it quickly fills back in where you poked it', 'place an unglazed terra cotta dish upside down into the oven and heat the oven to 400 degrees f', 'combine the 1 / 3 cup of water and the cornstarch in a small bowl', 'uncover the dough and brush the surface with this mixture', 'gently slash the top surface of the dough ball in several places , approximately 1 / 3 to 1 / 2-inch deep', 'add more of the hot water to the shallow pan if it has evaporated', 'slide the bread onto the terra cotta dish in the oven and bake for 50 to 60 minutes', 'once the bread has reached an internal temperature of 205 to 210 degrees f , remove to a cooling rack and allow to sit for 30 minutes before slicing']",vegetable
alton s french onion soup attacked by sandi,147694,120,"['sweet onions', 'butter', 'salt', 'white wine', 'beef broth', 'chicken broth', 'bouquet garni', 'garlic powder', 'french bread', 'kosher salt', 'ground black pepper', 'emmenthaler cheese', 'gruyere cheese']","['trim the ends off each onion then halve lengthwise', 'remove peel and finely slice into half moon shapes', 'set electric skillet to 300 degrees and add butter', 'once butter has melted add a layer of onions and sprinkle with a little salt', 'repeat layering onions and salt until all onions are in the skillet', 'do not stir until onions have sweated down for about 15 minutes', 'after that , stir occasionally until onions are dark mahogany and reduced to approximately 2 cups', 'this should take roughly 30 minutes', 'do not worry about burning and keep yer darn hands out of the onions ! i kept eating them when theyd get all dark and tempting', 'add enough wine to cover the onions and turn heat to high , reducing the wine to a syrup consistency', 'add chicken and beef broths , garlic powder and bouquet garni', 'reduce heat and simmer 15 to 20 minutes', 'place oven rack in top 1 / 3 of oven and heat broiler', 'cut country bread in rounds large enough to fit mouth of oven safe soup crocks', 'put a thin layer of butter on each slice', 'place the slices on a baking sheet and place under broiler for 1 minute', 'turn over and toast unbuttered side for an additional minute or until browned', 'season soup mixture with salt and pepper to taste', 'remove bouquet garni and ladle soup into crocks leaving one inch to the lip', 'place bread round on top of soup and top with blended emmenthaler and gruyere grated cheeses', 'broil until cheese is bubbly and golden , 1 to 4 minutes depending on your preference', 'i like mine really dark and partially crispy !']",vegetable
alton s glazed carrots,367317,20,"['carrot', 'unsalted butter', 'kosher salt', 'ginger ale', 'chili powder', 'fresh parsley']","['in a 12-inch saute pan over medium heat , combine the carrots , butter , salt and ginger ale', 'cover and bring to a simmer', 'once simmering , remove the lid , stir , and reduce the heat to low', 'cover again and cook for 5 minutes', 'remove the lid , add the chili powder and increase the heat to high', 'cook , tossing occasionally , until the ginger ale is reduced to a glaze , approximately 4 to 5 minutes', 'pour into a serving dish and sprinkle with the parsley', 'serve immediately']",vegetable
altwiener apfelstrudel  traditional viennese apple strudel,424845,150,"['all-purpose flour', 'salt', 'canola oil', 'water', 'butter', 'plain breadcrumbs', 'raisins', 'rum', 'baking apples', 'granulated sugar', 'lemon zest', 'lemon juice', 'cinnamon', 'nutmeg', 'powdered sugar']","['to make the dough: place the flour in a bowl with the salt and add the water , then the oil', 'stir with a spoon until it comes together and you can work it with your hands', 'knead the dough until it is smooth and tacky , but not sticky , about 5 minutes', 'if you need to add more flour , only add it 1 teaspoon at a time , and rework the dough after each flour addition', 'form the dough into a smooth ball , brush it with a little oil and place it back in the bowl for about 1 hour at room temperature', 'covering the dough with plastic wrap is fine , too', 'to make the first filling: heat the butter in a pan until foaming and add the breadcrumbs', 'toast them , stirring constantly , until they are medium brown', 'let cool', 'to make the second filling: heat the raisins for 30 seconds in microwave oven', 'then soak raisins in rum', 'set aside until ready to use', 'peel , core and chop the apples into small pieces', 'add the sugar , lemon juice , lemon zest , cinnamon and nutmeg', 'place raisins in colander to allow excess liquid to drain', 'add to apple mixture , and mix well', 'roll out the dough on a lightly floured board to about 9 inches by 13 inches', 'lightly flour a clean towel with no nap , place it over the dough , grab both and flip over so towel is on bottom and dough is on top', 'straighten both , as necessary', 'using your hands , gently stretch the dough thinner on all sides , working your way around the sheet of dough', 'stretch it until it starts to look translucent in spots', 'let it rest a minute and stretch the areas you think are too thick , again', 'brush dough with melted butter', 'spread the first filling over 2 / 3 of the dough and pat down evenly', 'spread second filling over the other 1 / 3 of the dough', 'with kitchen shears , snip off any thick edges of dough , so dough is more uniform', 'using the towel , fold one side of the dough over the filling', 'brush exposed dough with melted butter', 'fold in ends of dough like a burrito', 'fold other side of dough up and over filling to form a loaf', 'brush with butter', 'use the towel to lift the strudel to a parchment-lined baking sheet', 'gently roll strudel onto parchment paper so that the seam-side is down', 'brush melted butter over the dough', 'bake at 400 for 20 minutes', 'reduce heat to 350 and bake for 40-60 minutes longer', 'remove strudel from oven , brush with melted butter again , then sprinkle with powdered sugar while still warm', 'transfer to a serving platter with a large spatula', 'cut into 1 1 / 2 inch wide slices with a bread knife or serrated knife', 'serve with your choice of whipped cream , vanilla sauce , or vanilla ice cream']",fruit
alu brinjal  simple indian dish,412205,35,"['vegetable oil', 'black mustard seeds', 'russet potato', 'eggplant', 'turmeric', 'cumin', 'coriander', 'salt', 'garlic paste', 'tomatoes', 'cilantro']","['garlic cayenne paste: 4 cloves of garlic pulverized , 1 teaspoon cayenne pepper , 1 teaspoon ground cumin mashed into the garlic', 'it helps to put a little sea or kosher salt in to act as an abrasive', 'heat oil over medium in large saucepan , add mustard seeds', 'once seeds begin to pop , add potato and eggplant and stir-fry for a few minutes', 'add the dry spices and salt and continue stir-frying for a few minutes until all spices are well blended', 'mix in garlic paste , breaking up any lumps', 'add 3 / 4 cup water , lower heat and cover pan', 'cook about 15 minutes or until the eggplant and potatoes are soft', 'if the sauce begins to dry up add a little more water', 'add tomato and cook two or three more minutes', 'garnish with chopped cilantro if you wish']",vegetable
alu paratha   mashed potato stuffed bread,478796,20,"['wheat flour', 'boiled potatoes', 'onion', 'green chili', 'roasted cumin seeds', 'salt', 'vegetable oil']","['to prepare the dough take the wheat flour , add half tsp of salt , 1 tbsp of vegetable oil', 'mix well and pour water over the flour and knead into a smooth dough', 'keep aside to rest', 'mash the boiled potatoes , add roasted cumin seeds , chopped onion , and green chilly and salt', 'mix well till all the ingredients are nicely combined', 'doubh and smashed potato', 'to prepare the paratha , take a golf ball sized portion of the dough , flatten it with your palm', 'now place a spoon full of the prepared stuffing in the centre of the flattened dough ball', 'now bring together all the sides of the dough and pinch them tightly to form a dumpling', 'place this dumpling on your work top and roll it out gently using a rolling pin', 'dust wheat flour on the work top if the dough becomes sticky', 'once rolled the paratha should be evenly thick from all sides', 'to cook , heat oil in a frying pan , place the rolled out paratha on it', 'cook on one side for two minutes', 'flip it over apply some more oil on the surface and cook on both sides till it becomes crispy', 'serve hot along with plain yoghurt or indian pickle', 'nutritional value - calories- 625 fat 39 g , carbohydrates- 26', '2 g , protein- 28 g', 'also try using other stuffing like crumbled cottage cheese or mashed peas', 'this paratha has been served along with yoghurt sprinkled with some dried mint and chilli flakes']",vegetable
alu posto,424992,30,"['potatoes', 'onion', 'green chilies', 'turmeric', 'poppy seeds']","['fry the onion three minutes , add the potatoes and stir fry 3 minutes more', 'add the rest of the ingredients and 1 / 2 cup of water , put a lid on and simmer for 15 minutes']",vegetable
aluminum football  roast turkey,151504,285,"['turkey', 'salt', 'pepper', 'olive oil']","['prepare the bird for cooking', 'i generally inject the meat with a store bought herb-butter marinade , then salt and pepper inside and out', 'i recommend not stuffing the bird', 'using heavy duty aluminum foil , the wide kind , lay out a sheet on a flat surface', 'cover the sheet with a thin layer of olive oil', 'place the bird in the middle of the sheet and fold the foil up over the bird pressing / molding the foil to the shape of the bird', 'make sure the top edges of the foil are tucked inside the bottom edges', 'lay out another sheet and cover with oil just like before', 'rotate the bird 90 degrees and place the bird in the center of the new sheet', 'fold over and mold into shape', 'continue this process , rotating and molding as you go', ""after the first two sheets , you don't have to use anymore oil"", 'do this for at least seven layers', 'you should end up with a turkey shaped ""aluminum football""', 'roast at 475 degrees for 4 hours', ""if you've done this properly , you won't be able to even smell the turkey cooking"", 'when time is up , bring turkey out and start cutting and peeling back the foil', 'have a turkey baster handy and start transferring the drippings to another container', ""you'll get a lot of drippings"", ""once you've gotten the bird uncovered , check for doneness with a meat thermometer"", ""i've never had to put the bird back in--it's always been done , but if necessary return to the oven and cook till done"", ""once you've freed the bird from the foil , set aside for 15 minutes then slice it all up and put the juicy meat on a platter and serve"", 'use the drippings for dressing or gravy']",vegetable
alvie s spinach tortilla rollups,99962,20,"['sour cream', 'frozen spinach', 'bacon bits', 'green onions', 'ranch dressing mix', 'mayonnaise', 'wheat flour tortillas']","['mix sour cream , spinach , bacon bits , onions , ranch dressing mix , and mayonnaise', 'this needs to be mixed the day before so the flavors can blend', 'spread on tortillas and roll up', 'slice into 1-inch pieces']",vegetable
alvin s potatoes,258647,55,"['red potatoes', 'butter', 'sour cream', 'bacon', 'green onions']","['depending on the size of potatoes , cut in half or quarter , place in low casserole dish', 'place chunks of butter over potatoes', 'spread sour cream over potatoes', 'you can find ""potato toppers in the produce section)', 'bake at 350-375f for approximately 1 hour minutes , take casserole out of oven and sprinkle the crisp bacon and green onion over top and continue baking for another 20 minutes or until potatoes are tender', 'edited for baking time', 'it all depends on the size of potatoes', 'i find that cut potatoes bake faster', 'adjust to suit']",vegetable
always a hit artichoke frittata,419918,58,"['artichoke hearts', 'onion', 'olive oil', 'butter', 'oregano', 'garlic clove', 'parmesan cheese', 'eggs', 'milk', 'salt', 'white pepper', 'nutmeg', 'monterey jack cheese']","['cook butter , oil and onion until soft in skillet', 'mix in oregano , garlic and artichokes', 'saut 5-10 minute', 'grease a 1 1 / 2-2 quart round baking pan', 'coat sides and bottom with 1 / 4 cup parmesan cheese', 'spoon artichoke mixture over the bottom', 'beat eggs , milk , salt , pepper and nutmeg', 'mix in jack cheese and 1 / 4 cup parmesan cheese', 'pour egg mixture over artichokes', 'bake at 350 for 30 minutes', 'sprinkle remaining 1 / 4 cup parmesan cheese on top', 'bake 5-8 more minutes', 'you can double the recipe and use 9x13 baking dish']",vegetable
always a hit basic egg rolls,243014,165,"['hamburger', 'coleslaw mix', 'yellow onion', 'egg white', 'egg roll wraps', 'peanut oil']","['brown hamburger making sure its small for rolling', 'season hamburger with onion and seasoning salt to taste', 'steam cabbage and onion', 'combine cabbage mixture and hamburger in large pot', 'allow to cool by mixing often', 'preheat peanut oil for frying', 'once cooled roll eggrolls diaper style', 'sealing with egg white on last seam', 'place to the side until all are rolled', 'fry eggrolls until golden brown', 'serve with your favorite sweet and sour sauce']",vegetable
always delicious chicken   cheese enchiladas,363238,45,"['butter', 'onion', 'cooked chicken', 'picante sauce', 'cream cheese', 'cumin', 'sharp cheddar cheese', 'flour tortilla']","['melt butter in a large skillet over medium heat', 'add onion and saute until tender , about 3 minutes', 'stir in chicken , 1 / 2 cup of picante sauce , cream cheese and cumin', 'cook until thoroughly heated', 'add 1 cup cheese and remove from heat', 'spoon 1 cup picante sauce on the bottom of a greased 9 x 12"" baking dish', 'spoon approximately 1 / 4 cup chicken mixture into the center of each tortilla , roll and place seam-side down in pan', 'top with remaining picante sauce and cheese', 'cover with foil and bake at 325 for 20 minutes', 'remove foil and bake for an additional 10 minutes', 'serves 4 to 6']",vegetable
always gone taco dip,277512,15,"['cream cheese', 'sour cream', 'taco sauce', 'cheddar cheese', 'tomatoes', 'black olives']","['blend together cream cheese and sour cream until smooth', 'spread cream cheese and sour cream mixture in bottom of a 9x13"" pan', 'layer taco sauce on top , tilting pan if need be to get an even layer throughout', 'layer cheese , tomatoes and finish with olives keep all layers even', 'serve cold with tortilla chips']",vegetable
always perfect meatloaf,114715,95,"['lean ground beef', 'evaporated milk', 'dry onion soup mix', 'egg', 'tomato ketchup']","['preheat oven to 350 degrees', 'mix all ingredients together in bowl', ""the consistency will seem extremely soupy , but don't worry , it will come out perfectly"", 'pour mixture into a greased 9""x5"" loaf pan', 'bake for 1 1 / 2 hours , draining fat every 30 minutes', 'top with ketchup 20 minutes before baking time is up', 'let cool in pan for 5 minutes', 'remove from pan and slice']",vegetable
always perfect roast turkey,507154,12,"['whole turkey', 'olive oil', 'kosher salt', 'fresh coarse ground black pepper']","[""important info: be sure that your oven is clean as this is cooked at a constant very high heat and it's nice not to have a smoking oven !"", 'bring the bird to room temp before roasting as it will cook more evenly and quicker', 'preheat over to 475 degrees for 30 minutes', 'remove and discard truss that holds turkey legs together', 'pull or trim off and discard any excess fat in neck or body cavity', 'remove giblets and neck', 'rinse turkey inside and out with warm water and pat dry with paper towels', 'place a roasting rack in a 13 x 16 x 3-inch roasting pan', 'rub turkey skin generously all over with olive oil and sprinkle with salt and pepper', 'set bird breast-side-up on rack', 'pull wings away from body , then firmly twist them to push the wing', 'using aluminum foil , form caps over the', 'if any parts of the turkey extend beyond pan rim , fashion a foil collar underneath to make sure drippings flow back into pan', 'do not tie legs together', 'insert an oven-safe meat thermometer near the center of the breast through thickest part until the', 'when oven temperature is reached set pan on the lowest rack in a 475 oven', 'roast , checking as directed during cooking , until thermometer reaches 160', 'halfway through roasting time , rotate pan in oven to assure even cooking and browning', 'if areas on turkey breast start to get browner than you like , lay a piece of foil over the dark areas', 'remove pan from oven , set in a warm spot , and loosely cover pan with foil to keep it warm', 'rearrange oven racks to accommodate potatoes and dressing', 'decrease oven temperature to 400', 'let turkey rest 30 to 60 minutes', 'the resting period will allow the internal temperature to reach 165 , the usda safe cooking temperature for poultry', 'drain juices from body cavity into roasting pan', 'transfer turkey to a platter or rimmed cutting board', 'set aside juices for gravy', 'cut off turkey legs at thigh joint', 'if joint is red or pink , return legs to the oven for 3 to 5 minutes or heat in a microwave oven for 3 to 4 minutes', 'carve the rest of the turkey', 'carving juices may be clear to pink or rosy , this is fine as long as the thermometer temp is where it should be']",vegetable
always successful fast eggs benedict,346232,15,"['butter', 'hollandaise sauce mix', 'milk', 'lemon juice', 'english muffins', 'canadian bacon', 'eggs', 'salt', 'paprika']","['put 8 small plates in oven set on lowest temperature to warm', 'in a small saucepan over medium heat , melt butter', 'whisk in contents of hollandaise package', 'only use knorr brand , and do not use the package instructions', 'slowly whisk in milk a little at a time so as to avoid lumps', 'turn heat down to medium low and watch carefully , whisking occaisonally as it thickens', ""when it's the right consistancy , gently stir in 1 tsp lemon juice"", 'add canadian bacon slices', 'cover and set on low until needed', 'split english muffins and toast lightly', 'set one on each plate in oven to keep warm', 'gently fry eggs over medium heat', 'i usually crack 4 eggs into a small bowl and add all at once to a small skillet', 'once the whites start to set up , i add about 2 tbs water , lightly salt , and cover with glass lid so you can watch the eggs', 'they will steam or boil gently', 'while eggs are cooking , place one piece of canadian bacon onto each piece of english muffin on plates in oven', 'place one egg on each prepared plate', 'if cooking 4 eggs at a time , leave the first 4 plated in the oven', 'spoon hollandaise over each plate and sprinkle lightly with paprika and serve']",fruit
always tastes great  gluten free easy cake with variations,175912,40,"['gluten-free self-raising flour', 'butter', 'sugar', 'gluten-free cornflour', 'gluten free baking powder', 'vanilla essence', 'eggs', 'milk']","['preheat oven to 180 degrees', 'grease and line base of a round cake tin', 'combine all ingredients in a medium size mixing bowl', 'mix on medium speed for 5 minutes', 'pour into tine and bake for approx 30 minutes', 'cool in tin for 5 minutes before turning out', 'ice as desired or dust with gf icing sugar', 'variations', 'make two cakes and fill with jam and cream for a sponge birthday cake', 'replace milk with orange juice and add the zest of orange to the cake in place of vanilla essence', 'use lemon juice and lemon zest', 'add 1 / 4 cup of gf cocoa powder for a chocolate cake']",vegetable
alyssa s butter fly tarts,225426,65,"['cake-and-pastry flour', 'salt', 'butter', 'shortening', 'lemon juice', 'ice water', 'raisins', 'dark rum', 'brown sugar', 'golden syrup', 'vanilla', 'egg']","['pastry: preheat oven to 400f', 'combine flour and salt in a medium bowl', 'cut in butter and shortening until pieces are about the size of small peas', 'stir lemon juice into 3 tbsp of ice water', 'stir into flour mixture , adding more ice water , 1 tbsp at a time , if needed , to just moisten', 'press together to form a ball of dough', 'flatten into a disc , wrap in plastic wrap and chill for 30 minutes', 'roll out pastry and cut into 4-inch circles using a round cookie cutter or the open end of a drinking glass', 'fit pastry circles into muffin cups', 'refridgerate while preparing the filling', 'filling: place raisins into a small bowl and cover with rum that has been warmed in the microwave or a small pot to soak and soften while preparing the rest of the ingredients', 'mix the brown sugar , golden corn syrup , butter and salt together in a medium bowl until the sugar is dissolved and no butter streaks are visible', 'add vanilla and egg and mix until combined', 'assembly: drain raisins and divide among tart shells', 'add approximately 2 tbsp of filling to each tart shell', 'bake 15 18 minutes or until the filling is lightly browned and bubbling', 'remove from oven and cool in the muffin pans for 10 minutes', 'remove from pans and cool completely on racks']",fruit
alyssa s favorite fish,361646,35,"['salt-free seasoned dried breadcrumbs', 'butter', 'lemon, juice of', 'dried chives', 'scrod fillets', 'pam cooking spray']","['preheat oven to 350 degrees', 'melt butter or margarine', 'combine breadcrumbs , butter , lemon juice and chive in a bowl', 'set aside', 'if you can let the mixture stay overnight in the fridge the flavor is better', 'just warm it in the microwave a little to loosen it up', 'place fish on individual foil sheets sprayed with pam', 'top with the bread crumb mixture firmly packed on fish', 'wrap foil loosely around fish , leaving a small hole in the top for steam to escape', 'cook at 350 degrees for 15 to 20 minutes or to desired doneness']",fruit
am   b s indonesian meehoon,36796,35,"['rice vermicelli', 'olive oil', 'red onion', 'egg', 'onion', 'fresh spinach', 'chili sauce', 'hot chili peppers', 'soy sauce', 'wine vinegar', 'mushroom', 'salt', 'pepper', 'shrimp', 'tomatoes', 'bean sprouts', 'green onions']","['rinse rice vermicelli under cold water', 'place in strainer& drain', 'in a wok or large skillet fry the chopped red onion in a tbsp of oil until very brown , remove from wok& set aside', 'beat the egg and fry it like a pancake , when set remove from wok and slice it into strips , set aside', 'add a bit more oil if you need to and saute the large onion& mushrooms until the onion is translucent , add spinach stems', 'cook 3 minutes', 'stir in the chili sauce , chopped chilies , soy sauce , vinegar , salt& pepper when simmering add shrimp , stir fry 2 minutes', 'add vermicelli , chopped spinach leaves , bean sprouts and half the tomatoes , stir , cook 2-3 minutes', 'place the meehoon on a large warm platter and decorate with the fried red onion , egg strips , remaining tomato and green onions']",vegetable
am s 5 star chicken   sun dried tomato alfredo,231020,55,"['boneless chicken breasts', 'blackening seasoning', 'extra virgin olive oil', 'garlic', 'sun-dried tomato', 'pinot grigio wine', 'heavy whipping cream', 'parmesan cheese', 'green onion', 'pasta']","['-coat chicken w / blackening spice , saute both sides and place in oven and cook through and then slice', '-in frying pan , add extra virgin olive oil , garlic and saute', 'add sundried tomatoes & sliced chicken', 'add wine & then cream and increase to a low boil and reduce cream , until a bit thickened-add parmesean and salt and pepper to taste', 'add / garnish w / green onions', '-serve over pasta', 'it will reheat better this way !']",vegetable
am  applesauce w english mixed spice inspired by a french tart,408013,40,"['apples', 'sugar', 'mixed spice', 'salt', 'lemon juice', 'unsweetened apple juice']","['slow cooker directions are also given below', 'if using store bought apples , scrub and rinse well to remove the wax coating', ""i don't usually peel the apples due to laziness"", 'add sugar only if you feel it is necessary and / or the apples are older', 'in a pot large enough to accommodate , place cored and stemmed apples and the remaining ingredients', 'cover and bring to the boil', 'lower heat to simmer and cook until apples are soft enough to puree approximately 20-25 minutes', 'set aside to cool slightly', 'pour off and reserve about half of the cooking liquid', 'transfer the applesauce to a blender , and puree to desired consistency-adding the reserve cooking liquid to preferred thickness', 'taste', 'adjust spices if necessary', 'serve warm or cold', '~tasty~ likes her applesauce with a dollop of plain yogurt', 'hubby and my servings are delicious served over cottage cheese', 'slow cooker directions: add all ingredients to the slow cooker in order written above', 'cover and cook on low for about 6 hours or high about 4 hours or until apples are soft enough to puree', 'yield is estimated depending on the size of the apples']",fruit
amadeus sandwich,248926,10,"['rye bread', 'roasted red pepper and eggplant spread', 'crushed red pepper flakes', 'salt', 'low-sodium turkey breast', 'tomatoes', 'provolone cheese']","['spread both slices of bread with the roasted vegetable spread', 'sprinkle the spread with the red pepper flakes and salt', 'layer the turkey , tomatoes , cheese , and the other slice of bread', 'press gently but do not flatten', 'cut in half and serve or wrap tightly in plastic wrap , foil , or with parchment paper and a rubber band and refrigerate for 4-8 hours']",vegetable
amager island stew  amagergryde,486757,45,"['ham', 'water', 'frozen peas and carrots', 'new potato', 'butter', 'flour', 'salt & pepper', 'parsley']","['cut the ham or pork into small squares', 'peel the potatoes and cut them into small squares', 'in a dutch oven , bring the ham and potatoes to a boil and continue cooking until the stew is almost cooked through and then add the peas and carrots', 'mix the butter and flour and add to the mixture', 'return to a boil and boil for 5 minute', 'add salt and pepper', 'add the parsley on top of the dish']",vegetable
amalfi dream,249855,5,"['vodka', 'limoncello', 'lemon juice', 'ice', 'mint leaf', 'lemon']","['combine all ingredients in a cocktail shaker with the ice , shake , strain into a martini glass , garnish with mint and lemon']",fruit
amalfi salads,193789,10,"['pine nuts', 'salad leaves', 'tomatoes', 'black olives', 'sun-dried tomato paste', 'balsamic vinegar', 'olive oil']","['the day before', 'make the dressing', 'mix the tomato paste and vinegar in a small bowl', 'slowly whisk in the olive oil to form a smooth emulsion and season to taste', 'store it in a screw-top jar if you want to get ahead and re-whisk before using on the night', 'the pine nuts can be dealt with the day before to save time', 'heat a small frying pan', 'to serve', 'put the leaves in a large bowl with the tomatoes and olives', 'pour in the dressing and mix well', 'divide between eight glasses', 'sprinkle with the toasted pine nuts']",vegetable
amana hoppel poppel,155788,50,"['eggs', 'milk', 'fresh parsley', 'salt', 'fresh ground black pepper', 'bacon', 'onion', 'small red potato']","['break the eggs into a bowl', 'add in the milk , parsley , salt , and pepper', 'whisk to combine', 'set aside', 'fry bacon in an 8- to 10-inch skillet until crisp and browned', 'remove bacon with a slotted spoon keep warm', 'add the onion to the skillet', 'stir / saute for 5 minutes or until soft but not brown', 'add in the potatoes', 'continue cooking until they are golden with some brown edges', 'stir in the bacon', 'then pour in egg mixture', 'with a spatula , turn the mixture over a couple of times to combine , scraping up from the bottom , then pat the mixture back down into a thick layer', 'cover , lower heat to low , and cook 5-7 minutes or until the eggs are lightly set but still very moist', 'spoon out and serve immediately']",vegetable
amana radish relish,391874,30,"['radish', 'onion', 'whole allspice', 'whole cloves', 'mustard seeds', 'white vinegar', 'sugar', 'salt', 'water']","['combine radishes and onions', 'set aside', 'wrap allspice , cloves and mustard seeds in cheesecloth , and tie together', 'place in saucepan with remaining ingredients', 'bring to a boil , reduce heat and simmer , uncovered , 10 minutes', 'pour over vegetables and steep 15 minutes', 'pour into a clean pint jar and let cool slightly', 'cap and refrigerate']",vegetable
